Prezzi_Originali_puliti,,,,,,,,
,Reference,Collection,Description,Price,Complication,inventory,Detail,Size
,279161,Datejust,Diamond Dial Jubilee Bracelet,10500.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279161 features a 28mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. Known for its modern luxury and classic appeal.",28
,279161,Datejust,Diamond Dial Oyster Bracelet,9900.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279161 features a 28mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. Known for its modern luxury and classic appeal.",28
,279161,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,12300.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279161 features a 28mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. Known for its modern luxury and classic appeal.",28
,279161,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,11700.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279161 features a 28mm stainless steel and Everose gold case, smooth bezel, and Oyster bracelet. Known for its modern luxury and classic appeal.",28
,279163,Datejust,Standard Dial Jubilee Bracelet,8340.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279163 has a 28mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. Offers a blend of sophistication and versatility.",28
,279163,Datejust,Standard Dial Oyster Bracelet,7800.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279163 has a 28mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. Offers a blend of sophistication and versatility.",28
,279163,Datejust,Star Diamond Dial Diamond XI Jubilee Bracelet,10740.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279163 has a 28mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. Offers a blend of sophistication and versatility.",28
,279163,Datejust,Star Diamond Dial Diamond XI Oyster Bracelet,10200.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279163 has a 28mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. Offers a blend of sophistication and versatility.",28
,279163,Datejust,Diamond Dial Jubilee Bracelet,10200.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279163 has a 28mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. Offers a blend of sophistication and versatility.",28
,279163,Datejust,Diamond Dial Oyster Bracelet,9660.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279163 has a 28mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. Offers a blend of sophistication and versatility.",28
,279163,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,12000.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279163 has a 28mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. Offers a blend of sophistication and versatility.",28
,279163,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,11460.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279163 has a 28mm stainless steel and yellow gold case, smooth bezel, and Oyster bracelet. Offers a blend of sophistication and versatility.",28
,279165,Datejust,Standard Dial President Bracelet,24780.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279165 includes a 28mm Everose gold case, smooth bezel, and President bracelet. Known for its luxurious details and elegant design.",28
,279165,Datejust,Star Diamond Dial Diamond XI President Bracelet,27180.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279165 includes a 28mm Everose gold case, smooth bezel, and President bracelet. Known for its luxurious details and elegant design.",28
,279165,Datejust,Standard Dial Jubilee Bracelet,23700.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279165 includes a 28mm Everose gold case, smooth bezel, and President bracelet. Known for its luxurious details and elegant design.",28
,279165,Datejust,Star Diamond Dial Diamond XI Jubilee Bracelet,26100.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279165 includes a 28mm Everose gold case, smooth bezel, and President bracelet. Known for its luxurious details and elegant design.",28
,279165,Datejust,Diamond Dial President Bracelet,26640.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279165 includes a 28mm Everose gold case, smooth bezel, and President bracelet. Known for its luxurious details and elegant design.",28
,279165,Datejust,Diamond Dial Jubilee Bracelet,25560.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279165 includes a 28mm Everose gold case, smooth bezel, and President bracelet. Known for its luxurious details and elegant design.",28
,279165,Datejust,Mother of Pearl Diamond Dial President Bracelet,28440.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279165 includes a 28mm Everose gold case, smooth bezel, and President bracelet. Known for its luxurious details and elegant design.",28
,279165,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,27360.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279165 includes a 28mm Everose gold case, smooth bezel, and President bracelet. Known for its luxurious details and elegant design.",28
,279166,Datejust,Star Diamond Dial Diamond XI President Bracelet,42540.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279166 features a 28mm yellow gold case, smooth bezel, and President bracelet. Combines luxury with a sophisticated look.",28
,279166,Datejust,Index Diamond Dial Diamond XI President Bracelet,POR,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279166 features a 28mm yellow gold case, smooth bezel, and President bracelet. Combines luxury with a sophisticated look.",28
,279171,Datejust,Standard Dial Jubilee Bracelet,8760.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279171 has a 28mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. Known for its elegant and versatile design.",28
,279171,Datejust,Standard Dial Oyster Bracelet,8160.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279171 has a 28mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. Known for its elegant and versatile design.",28
,279171,Datejust,Star Diamond Dial Diamond XI Jubilee Bracelet,11160.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279171 has a 28mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. Known for its elegant and versatile design.",28
,279171,Datejust,Star Diamond Dial Diamond XI Oyster Bracelet,10560.0,"Date, Stop Seconds",1,"The Rolex Lady-Datejust 279171 has a 28mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. Known for its elegant and versatile design.",28
,279171,Datejust,Diamond Dial Jubilee Bracelet,10620.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279171 has a 28mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. Known for its elegant and versatile design.",28
,279171,Datejust,Diamond Dial Oyster Bracelet,10020.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279171 has a 28mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. Known for its elegant and versatile design.",28
,279171,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,12420.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279171 has a 28mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. Known for its elegant and versatile design.",28
,279171,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,11820.0,"Date, Stop Seconds",1,"The Rolex Lady-Datejust 279171 has a 28mm stainless steel and Everose gold case, fluted bezel, and Jubilee bracelet. Known for its elegant and versatile design.",28
,279173,Datejust,Standard Dial Jubilee Bracelet,8460.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279173 includes a 28mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279173,Datejust,Standard Dial Oyster Bracelet,7920.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279173 includes a 28mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279173,Datejust,Star Diamond Dial Diamond XI Jubilee Bracelet,10860.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279173 includes a 28mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279173,Datejust,Star Diamond Dial Diamond XI Oyster Bracelet,10320.0,"Date, Stop Seconds",1,"The Rolex Lady-Datejust 279173 includes a 28mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279173,Datejust,Diamond Dial Jubilee Bracelet,10320.0,"Date, Stop Seconds",2,"The Rolex Lady-Datejust 279173 includes a 28mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279173,Datejust,Diamond Dial Oyster Bracelet,9780.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279173 includes a 28mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279173,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,12120.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279173 includes a 28mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279173,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,11580.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279173 includes a 28mm stainless steel and yellow gold case, fluted bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279175,Datejust,Standard Dial President Bracelet,24840.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279175 features a 28mm Everose gold case, fluted bezel, and President bracelet. Offers a combination of sophistication and elegance.",28
,279175,Datejust,Star Diamond Dial Diamond XI President Bracelet,27240.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279175 features a 28mm Everose gold case, fluted bezel, and President bracelet. Offers a combination of sophistication and elegance.",28
,279175,Datejust,Standard Dial Jubilee Bracelet,23760.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279175 features a 28mm Everose gold case, fluted bezel, and President bracelet. Offers a combination of sophistication and elegance.",28
,279175,Datejust,Star Diamond Dial Diamond XI Jubilee Bracelet,26160.0,"Date, Stop Seconds",2,"The Rolex Lady-Datejust 279175 features a 28mm Everose gold case, fluted bezel, and President bracelet. Offers a combination of sophistication and elegance.",28
,279175,Datejust,Diamond Dial President Bracelet,26700.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279175 features a 28mm Everose gold case, fluted bezel, and President bracelet. Offers a combination of sophistication and elegance.",28
,279175,Datejust,Diamond Dial Jubilee Bracelet,25620.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279175 features a 28mm Everose gold case, fluted bezel, and President bracelet. Offers a combination of sophistication and elegance.",28
,279175,Datejust,Mother of Pearl Diamond Dial President Bracelet,28500.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279175 features a 28mm Everose gold case, fluted bezel, and President bracelet. Offers a combination of sophistication and elegance.",28
,279175,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,27420.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279175 features a 28mm Everose gold case, fluted bezel, and President bracelet. Offers a combination of sophistication and elegance.",28
,279178,Datejust,Standard Dial President Bracelet,22680.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Star Diamond Dial Diamond XI President Bracelet,25080.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Standard Dial Jubilee Bracelet,21720.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Star Diamond Dial Diamond XI Jubilee Bracelet,24120.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Index Diamond Dial Diamond XI President Bracelet,27120.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Index Diamond Dial Diamond XI Jubilee Bracelet,26160.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Diamond Dial President Bracelet,24540.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Diamond Dial Jubilee Bracelet,23580.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Mother of Pearl Diamond Dial President Bracelet,26340.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279178,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,25380.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279178 has a 28mm yellow gold case, fluted bezel, and President bracelet. Known for its timeless design and luxurious appeal.",28
,279381RBR,Datejust,Standard Dial Jubilee Bracelet,14400.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279381RBR includes a 28mm stainless steel and Everose gold case, diamond-set bezel, and Jubilee bracelet. Offers a blend of elegance and versatility.",28
,279381RBR,Datejust,Standard Dial Oyster Bracelet,13800.0,"Date, Stop Seconds",2,"The Rolex Lady-Datejust 279381RBR includes a 28mm stainless steel and Everose gold case, diamond-set bezel, and Jubilee bracelet. Offers a blend of elegance and versatility.",28
,279381RBR,Datejust,Star Diamond Dial Diamond XI Jubilee Bracelet,16800.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279381RBR includes a 28mm stainless steel and Everose gold case, diamond-set bezel, and Jubilee bracelet. Offers a blend of elegance and versatility.",28
,279381RBR,Datejust,Star Diamond Dial Diamond XI Oyster Bracelet,16200.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279381RBR includes a 28mm stainless steel and Everose gold case, diamond-set bezel, and Jubilee bracelet. Offers a blend of elegance and versatility.",28
,279381RBR,Datejust,Diamond Dial Jubilee Bracelet,16260.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279381RBR includes a 28mm stainless steel and Everose gold case, diamond-set bezel, and Jubilee bracelet. Offers a blend of elegance and versatility.",28
,279381RBR,Datejust,Diamond Dial Oyster Bracelet,15660.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279381RBR includes a 28mm stainless steel and Everose gold case, diamond-set bezel, and Jubilee bracelet. Offers a blend of elegance and versatility.",28
,279381RBR,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,18060.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279381RBR includes a 28mm stainless steel and Everose gold case, diamond-set bezel, and Jubilee bracelet. Offers a blend of elegance and versatility.",28
,279381RBR,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,17460.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279381RBR includes a 28mm stainless steel and Everose gold case, diamond-set bezel, and Jubilee bracelet. Offers a blend of elegance and versatility.",28
,279383RBR,Datejust,Standard Dial Jubilee Bracelet,14040.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279383RBR features a 28mm stainless steel and yellow gold case, diamond-set bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279383RBR,Datejust,Standard Dial Oyster Bracelet,13500.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279383RBR features a 28mm stainless steel and yellow gold case, diamond-set bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279383RBR,Datejust,Star Diamond Dial Diamond XI Jubilee Bracelet,16440.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279383RBR features a 28mm stainless steel and yellow gold case, diamond-set bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279383RBR,Datejust,Star Diamond Dial Diamond XI Oyster Bracelet,15900.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279383RBR features a 28mm stainless steel and yellow gold case, diamond-set bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279383RBR,Datejust,Diamond Dial Jubilee Bracelet,15900.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279383RBR features a 28mm stainless steel and yellow gold case, diamond-set bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279383RBR,Datejust,Diamond Dial Oyster Bracelet,15360.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279383RBR features a 28mm stainless steel and yellow gold case, diamond-set bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279383RBR,Datejust,Mother of Pearl Diamond Dial Jubilee Bracelet,17700.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279383RBR features a 28mm stainless steel and yellow gold case, diamond-set bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,279383RBR,Datejust,Mother of Pearl Diamond Dial Oyster Bracelet,17160.0,"Date, Stop Seconds",0,"The Rolex Lady-Datejust 279383RBR features a 28mm stainless steel and yellow gold case, diamond-set bezel, and Jubilee bracelet. Celebrated for its luxurious details and classic appeal.",28
,118135,Day-Date,Diamond Dial,24660.0,"Day Date, Date",0,"The Rolex Day-Date 118135 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118135,Day-Date,Ferrite Diamond Dial,29040.0,"Day Date, Date",0,"The Rolex Day-Date 118135 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118135,Day-Date,Meteorite Diamond Dial,29040.0,"Day Date, Date",0,"The Rolex Day-Date 118135 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118135,Day-Date,Mother of Pearl Diamond Dial,26280.0,"Day Date, Date",0,"The Rolex Day-Date 118135 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118135,Day-Date,Standard Dial,21840.0,"Day Date, Date",0,"The Rolex Day-Date 118135 has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118138,Day-Date,Pave Diamond Dial,33600.0,"Day Date, Date",0,"The Rolex Day-Date 118138 includes a 36mm yellow gold case, fluted bezel, and President bracelet. Offers a blend of sophistication and elegance.",36
,118138,Day-Date,Bulls Eye Diamond Dial,27660.0,"Day Date, Date",0,"The Rolex Day-Date 118138 includes a 36mm yellow gold case, fluted bezel, and President bracelet. Offers a blend of sophistication and elegance.",36
,118138,Day-Date,Diamond Dial,23280.0,"Day Date, Date",0,"The Rolex Day-Date 118138 includes a 36mm yellow gold case, fluted bezel, and President bracelet. Offers a blend of sophistication and elegance.",36
,118138,Day-Date,Mother of Pearl Diamond Dial,24900.0,"Day Date, Date",1,"The Rolex Day-Date 118138 includes a 36mm yellow gold case, fluted bezel, and President bracelet. Offers a blend of sophistication and elegance.",36
,118138,Day-Date,Standard Dial,20460.0,"Day Date, Date",0,"The Rolex Day-Date 118138 includes a 36mm yellow gold case, fluted bezel, and President bracelet. Offers a blend of sophistication and elegance.",36
,118139,Day-Date,Diamond Dial,24660.0,"Day Date, Date",0,"The Rolex Day-Date 118139 features a 36mm white gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118139,Day-Date,Diamond Emerald Dial,27840.0,"Day Date, Date",0,"The Rolex Day-Date 118139 features a 36mm white gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118139,Day-Date,Lapis Diamond Dial,29040.0,"Day Date, Date",0,"The Rolex Day-Date 118139 features a 36mm white gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118139,Day-Date,Mother of Pearl Diamond Dial,26280.0,"Day Date, Date",0,"The Rolex Day-Date 118139 features a 36mm white gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118139,Day-Date,Pave Diamond Dial,POR,"Day Date, Date",0,"The Rolex Day-Date 118139 features a 36mm white gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118139,Day-Date,Standard Dial,21840.0,"Day Date, Date",0,"The Rolex Day-Date 118139 features a 36mm white gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118205F,Day-Date,Diamond Dial Oyster Bracelet,32760.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Diamond Dial President Bracelet,34200.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Ferrite Diamond Dial Oyster Bracelet,37140.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Ferrite Diamond Dial President Bracelet,38580.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Meteorite Diamond Dial Oyster Bracelet,37140.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Meteorite Diamond Dial President Bracelet,38580.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Mother of Pearl Carousel Diamond Dial Oyster Bracelet,42600.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Mother of Pearl Carousel Diamond Dial President Bracelet,POR,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Mother of Pearl Diamond Dial Oyster Bracelet,34380.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Mother of Pearl Diamond Dial President Bracelet,35820.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Standard Dial Oyster Bracelet,29940.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118205F,Day-Date,Standard Dial President Bracelet,31380.0,"Day Date, Date",0,"The Rolex Day-Date 118205F has a 36mm Everose gold case, fluted bezel, and President bracelet. Known for its luxurious design and reliable performance.",36
,118206,Day-Date,Diamond Dial President Bracelet,POR,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 118206 includes a 36mm platinum case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,118206,Day-Date,Diamond Emerald Dial President Bracelet,POR,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 118206 includes a 36mm platinum case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,118206,Day-Date,Lapis Diamond Dial President Bracelet,POR,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 118206 includes a 36mm platinum case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,118206,Day-Date,Meteorite Diamond Dial President Bracelet,POR,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 118206 includes a 36mm platinum case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,118206,Day-Date,Mother of Pearl Carousel Diamond Dial President Bracelet,POR,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 118206 includes a 36mm platinum case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,118206,Day-Date,Mother of Pearl Diamond Dial,POR,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 118206 includes a 36mm platinum case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,118206,Day-Date,Pave Diamond Dial President Bracelet,POR,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 118206 includes a 36mm platinum case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,118206,Day-Date,Standard Dial President Bracelet,POR,"Day Date, Date, Stop Seconds",0,"The Rolex Day-Date 118206 includes a 36mm platinum case, fluted bezel, and President bracelet. Offers a combination of luxury and sophistication.",36
,118208,Day-Date,Pave Diamond Dial Oyster Bracelet,POR,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Pave Diamond Dial President Bracelet,POR,"Day Date, Date",2,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Bulls Eye Diamond Dial Oyster Bracelet,34620.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Bulls Eye Diamond Dial President Bracelet,36060.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Carousel Diamond Dial Oyster Bracelet,POR,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Carousel Diamond Dial President Bracelet,POR,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Diamond Dial Oyster Bracelet,30240.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Meteorite Diamond Dial President Bracelet,36060.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Meteorite Diamond Dial Oyster Bracelet,34620.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Mother of Pearl Diamond Dial Oyster Bracelet,31860.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Mother of Pearl Diamond Dial President Bracelet,33300.0,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Mother of Pearl Pave Diamond Dial Oyster Bracelet,POR,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Mother of Pearl Pave Diamond Dial President Bracelet,POR,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
,118208,Day-Date,Pave Diamond Dial Oyster Bracelet,POR,"Day Date, Date",0,"The Rolex Day-Date 118208 features a 36mm yellow gold case, fluted bezel, and President bracelet. Known for its classic appeal and luxurious details.",36
